id,Unique Code,Site,date_time,Volume-weighted mean sampling time,Precip sampling starts,Precip sampling ends,Yr,Month,Day,dayno,Time,Date,Year,Year_mean_sampling,water flux mm/hr,log_flow,Conductivity uS/cm,pH,Gran alkalinity uEq/l,DOC mg/l,NO3-N mg/l,NO2-N mg/l,NH4-N mg/l,TDN mg/l,DON mg/l,F mg/l,SO4 mg/l,SO4_by_ICP mg/l,Cl mg/l,Br ug/l,I ug/l,Li ug/l,Be ug/l,B ug/l,Na mg/l,Mg mg/l,Al ug/l,Si mg/l,S mg/l,K mg/l,Ca mg/l,Sc ug/l,Ti ug/l,V ug/l,Cr ug/l,Mn ug/l,Fe ug/l,Co ug/l,Ni ug/l,Cu ug/l,Zn ug/l,As ug/l,Se ug/l,Rb ug/l,Sr ug/l,Mo ug/l,Cd ug/l,Sn ug/l,Sb ug/l,Cs ug/l,Ba ug/l,La ug/l,Ce ug/l,Pr ug/l,W ug/l,Pb ug/l,U ug/l,Flow cumecs,Flow mm/15min,Rainfall mm,Day_of_week,Trip,Comments,Conductivity uS/cm RDA,pH RDA,Gran alkalinity uEq/l RDA,DOC mg/l RDA,NO3-N mg/l RDA,NO2-N mg/l RDA,NH4-N mg/l RDA,TDN mg/l RDA,F mg/l RDA,SO4 mg/l RDA,Cl mg/l RDA,Br ug/l RDA,I ug/l RDA,Li ug/l RDA,Be ug/l RDA,B ug/l RDA,Na mg/l RDA,Mg mg/l RDA,Al ug/l RDA,Si mg/l RDA,S mg/l RDA,K mg/l RDA,Ca mg/l RDA,Sc ug/l RDA,Ti ug/l RDA,V ug/l RDA,Cr ug/l RDA,Mn ug/l RDA,Fe ug/l RDA,Co ug/l RDA,Ni ug/l RDA,Cu ug/l RDA,Zn ug/l RDA,As ug/l RDA,Se ug/l RDA,Rb ug/l RDA,Sr ug/l RDA,Mo ug/l RDA,Cd ug/l RDA,Sn ug/l RDA,Sb ug/l RDA,Cs ug/l RDA,Ba ug/l RDA,La ug/l RDA,Ce ug/l RDA,Pr ug/l RDA,W ug/l RDA,Pb ug/l RDA,U ug/l RDA,Flow Cumecs RDA,Flow mm/15min RDA,Rainfall mm RDA,30 ml ISO,Blue Schott/pH bottle,Brown/anion bottle,Plastic Nalgene/cation bottle,FileA,FileC,FileP,FileCA,CodeW
54,CR54,CR,2007/03/22 06:00,2007/03/22 09:30,2007/03/22 06:00,2007/03/22 13:00,2007,3,22,81.25,6:00 AM,2007/03/22,2007.219863,2007.220263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Thursday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
55,CR55,CR,2007/03/22 13:00,2007/03/22 13:30,2007/03/22 13:00,2007/03/22 20:00,2007,3,22,81.5416667,1:00 PM,2007/03/22,2007.220662,2007.220719,0.07142857,-1.146128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,Thursday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,no,no,no,,,,,
56,CR56,CR,2007/03/22 20:00,2007/03/22 23:30,2007/03/22 20:00,2007/03/23 03:00,2007,3,22,81.8333333,8:00 PM,2007/03/22,2007.221461,2007.221861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Thursday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
57,CR57,CR,2007/03/23 03:00,2007/03/23 06:30,2007/03/23 03:00,2007/03/23 10:00,2007,3,23,82.125,3:00 AM,2007/03/23,2007.22226,2007.22266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Friday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
58,CR58,CR,2007/03/23 10:00,2007/03/23 13:30,2007/03/23 10:00,2007/03/23 17:00,2007,3,23,82.4166667,10:00 AM,2007/03/23,2007.223059,2007.223459,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Friday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
59,CR59,CR,2007/03/23 17:00,2007/03/23 20:30,2007/03/23 17:00,2007/03/24 00:00,2007,3,23,82.7083333,5:00 PM,2007/03/23,2007.223858,2007.224258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Friday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
60,CR60,CR,2007/03/24 00:00,2007/03/24 03:30,2007/03/24 00:00,2007/03/24 07:00,2007,3,24,83,12:00 AM,2007/03/24,2007.224658,2007.225057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Saturday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
61,CR61,CR,2007/03/24 07:00,2007/03/24 10:30,2007/03/24 07:00,2007/03/24 14:00,2007,3,24,83.2916667,7:00 AM,2007/03/24,2007.225457,2007.225856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Saturday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
62,CR62,CR,2007/03/24 14:00,2007/03/24 17:30,2007/03/24 14:00,2007/03/24 21:00,2007,3,24,83.5833333,2:00 PM,2007/03/24,2007.226256,2007.226655,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Saturday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
63,CR63,CR,2007/03/24 21:00,2007/03/25 00:30,2007/03/24 21:00,2007/03/25 04:00,2007,3,24,83.875,9:00 PM,2007/03/24,2007.227055,2007.227454,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Saturday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
64,CR64,CR,2007/03/25 04:00,2007/03/25 07:30,2007/03/25 04:00,2007/03/25 11:00,2007,3,25,84.1666667,4:00 AM,2007/03/25,2007.227854,2007.228253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sunday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
65,CR65,CR,2007/03/25 11:00,2007/03/25 14:30,2007/03/25 11:00,2007/03/25 18:00,2007,3,25,84.4583333,11:00 AM,2007/03/25,2007.228653,2007.229053,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sunday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
66,CR66,CR,2007/03/25 18:00,2007/03/25 21:30,2007/03/25 18:00,2007/03/26 01:00,2007,3,25,84.75,6:00 PM,2007/03/25,2007.229452,2007.229852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sunday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
67,CR67,CR,2007/03/26 01:00,2007/03/26 04:30,2007/03/26 01:00,2007/03/26 08:00,2007,3,26,85.0416667,1:00 AM,2007/03/26,2007.230251,2007.230651,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Monday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
68,CR68,CR,2007/03/26 08:00,2007/03/26 11:30,2007/03/26 08:00,2007/03/26 15:00,2007,3,26,85.3333333,8:00 AM,2007/03/26,2007.23105,2007.23145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Monday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
69,CR69,CR,2007/03/26 15:00,2007/03/26 18:30,2007/03/26 15:00,2007/03/26 22:00,2007,3,26,85.625,3:00 PM,2007/03/26,2007.231849,2007.232249,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Monday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
70,CR70,CR,2007/03/26 22:00,2007/03/27 01:30,2007/03/26 22:00,2007/03/27 05:00,2007,3,26,85.9166667,10:00 PM,2007/03/26,2007.232648,2007.233048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Monday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
71,CR71,CR,2007/03/27 05:00,2007/03/27 08:30,2007/03/27 05:00,2007/03/27 12:00,2007,3,27,86.2083333,5:00 AM,2007/03/27,2007.233448,2007.233847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tuesday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
72,CR72,CR,2007/03/27 12:00,2007/03/27 13:30,2007/03/27 12:00,2007/03/27 19:00,2007,3,27,86.5,12:00 PM,2007/03/27,2007.234247,2007.234418,0.07142857,-1.146128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,Tuesday,3,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,no,no,no,,,,,
73,CR73,CR,2007/03/27 19:00,2007/03/27 22:30,2007/03/27 19:00,2007/03/28 02:00,2007,3,27,86.7916667,7:00 PM,2007/03/27,2007.235046,2007.235445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tuesday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
74,CR74,CR,2007/03/28 02:00,2007/03/28 05:30,2007/03/28 02:00,2007/03/28 09:00,2007,3,28,87.0833333,2:00 AM,2007/03/28,2007.235845,2007.236244,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wednesday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
75,CR75,CR,2007/03/28 09:00,2007/03/28 12:30,2007/03/28 09:00,2007/03/28 16:00,2007,3,28,87.375,9:00 AM,2007/03/28,2007.236644,2007.237043,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wednesday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
76,CR76,CR,2007/03/28 16:00,2007/03/28 19:30,2007/03/28 16:00,2007/03/28 23:00,2007,3,28,87.6666667,4:00 PM,2007/03/28,2007.237443,2007.237843,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wednesday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
77,CR77,CR,2007/03/28 23:00,2007/03/29 02:30,2007/03/28 23:00,2007/03/29 06:00,2007,3,28,87.9583333,11:00 PM,2007/03/28,2007.238242,2007.238642,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wednesday,4,none,,,,11,7.21588497,,,,0.1288099,11.2066124,27.2775416,18.64929,,,0.056,16.2,4.91,0.82,343,,4,0.95,5.95,0.048,0.562,4.2,52.3,48,310,0.993,6.51,29.5,241,1.46,0.786,1.05,19.3,3.96,168,0.093,3.78,0.041,52.8,0.694,0.854,0.095,,905,0.041,,,0,,no,no,yes,,EE215,,EE215A,CR7
78,CR78,CR,2007/03/29 06:00,2007/03/29 12:00,2007/03/29 06:00,2007/03/29 13:00,2007,3,29,88.25,6:00 AM,2007/03/29,2007.239041,2007.239726,0.14285714,-0.845098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Thursday,4,none,,,,4.85,0.9710342,0.00924207,,,0.06258174,4.08643197,15.6808802,22.4029,,,0.01,,,,84.7,,,,,0.008,0.225,0.688,18.5,10.1,154,0.444,2.97,18.5,218,0.691,0.317,0.407,7.7,1.25,51.5,0.196,1.64,0.013,29.6,0.166,0.158,0.015,,244,0.005,,,1,,no,no,1/2 full,,EE215,,,CR8
79,CR79,CR,2007/03/29 13:00,2007/03/29 15:30,2007/03/29 13:00,2007/03/29 20:00,2007,3,29,88.5416667,1:00 PM,2007/03/29,2007.23984,2007.240126,0.21428571,-0.6690068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,Thursday,4,none,,,,1.47,0.37218748,0.01559423,,,0.04233542,1.74902041,3.86000723,,,,0.002,17.4,1.78,0.17,19.9,,0.608,0.3,0.57,-0.01,0.126,0.287,2.08,2.92,27.3,0.184,1.62,7.17,62.3,0.222,0.159,0.218,2.56,0.496,7.47,0.126,0.263,0.002,59.8,0.034,0.024,0.002,,29.6,0,,,1.5,,yes,yes,yes,,EE215,,EE215A,CR9
80,CR80,CR,2007/03/29 20:00,2007/03/30 01:30,2007/03/29 20:00,2007/03/30 03:00,2007,3,29,88.8333333,8:00 PM,2007/03/29,2007.240639,2007.241267,0.07142857,-1.146128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,Thursday,4,none,,,,4.87,2.58835767,,,,0.05586754,4.6697187,16.0806988,16.76336,,,0.022,8.21,2.4,0.49,142,,1.67,0.45,2.15,0.026,0.275,1.91,13.6,16.7,131,0.905,2.46,34.6,114,0.75,0.393,0.441,8.6,1.2,73.1,0.1,1.26,0.015,32.5,0.357,0.347,0.039,,498,0.019,,,0.5,,no,no,7/8 full,,EE215,,EE215A,CR10
81,CR81,CR,2007/03/30 03:00,2007/03/30 05:00,2007/03/30 03:00,2007/03/30 10:00,2007,3,30,89.125,3:00 AM,2007/03/30,2007.241438,2007.241667,0.14285714,-0.845098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Friday,4,none,,,,4.62,4.15402204,0.00312087,,,0.03387416,8.67828881,5.98206307,11.35826,,,0.01,26.1,1.32,0.16,42.9,,2.93,0.4,1.13,0.021,0.155,2.02,4.6,9.92,88.1,0.434,1.6,11.3,109,0.926,0.707,0.592,4.73,0.847,22.1,0.233,1.16,0.034,113,0.065,0.063,0.008,,177,0.006,,,1,,yes,yes,yes,,EE215,,EE215A,CR11
82,CR82,CR,2007/03/30 10:00,2007/03/30 11:30,2007/03/30 10:00,2007/03/30 17:00,2007,3,30,89.4166667,10:00 AM,2007/03/30,2007.242237,2007.242409,0.07142857,-1.146128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,Friday,4,none,,,,12,8.06271509,,,,0.0708644,20.2032053,23.2505447,20.86048,,,0.028,25.3,2.34,0.42,320,,7.28,0.85,6.15,0.024,0.915,5.06,84.6,23.1,415,0.865,3.45,40.5,306,1.89,1.69,1.24,16.1,2.17,207,0.834,5.5,0.077,72.3,1.47,1.52,0.134,,1080,0.032,,,0.5,,no,no,3/4 full,,EE215,,EE215A,CR12
83,CR83,CR,2007/03/30 17:00,2007/03/30 20:30,2007/03/30 17:00,2007/03/31 00:00,2007,3,30,89.7083333,5:00 PM,2007/03/30,2007.243037,2007.243436,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Friday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
84,CR84,CR,2007/03/31 00:00,2007/03/31 03:30,2007/03/31 00:00,2007/03/31 07:00,2007,3,31,90,12:00 AM,2007/03/31,2007.243836,2007.244235,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Saturday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
85,CR85,CR,2007/03/31 07:00,2007/03/31 10:30,2007/03/31 07:00,2007/03/31 14:00,2007,3,31,90.2916667,7:00 AM,2007/03/31,2007.244635,2007.245034,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Saturday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
86,CR86,CR,2007/03/31 14:00,2007/03/31 17:30,2007/03/31 14:00,2007/03/31 21:00,2007,3,31,90.5833333,2:00 PM,2007/03/31,2007.245434,2007.245833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Saturday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
87,CR87,CR,2007/03/31 21:00,2007/04/01 00:30,2007/03/31 21:00,2007/04/01 04:00,2007,3,31,90.875,9:00 PM,2007/03/31,2007.246233,2007.246632,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Saturday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
88,CR88,CR,2007/04/01 04:00,2007/04/01 07:30,2007/04/01 04:00,2007/04/01 11:00,2007,4,1,91.1666667,4:00 AM,2007/04/01,2007.247032,2007.247432,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sunday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
89,CR89,CR,2007/04/01 11:00,2007/04/01 14:30,2007/04/01 11:00,2007/04/01 18:00,2007,4,1,91.4583333,11:00 AM,2007/04/01,2007.247831,2007.248231,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sunday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
90,CR90,CR,2007/04/01 18:00,2007/04/01 21:30,2007/04/01 18:00,2007/04/02 01:00,2007,4,1,91.75,6:00 PM,2007/04/01,2007.24863,2007.24903,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sunday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
91,CR91,CR,2007/04/02 01:00,2007/04/02 04:30,2007/04/02 01:00,2007/04/02 08:00,2007,4,2,92.0416667,1:00 AM,2007/04/02,2007.249429,2007.249829,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Monday,4,none,,,,12,3.01028663,,,,0.15305712,7.82244732,47.1508252,19.91275,,,0.06,16.8,2.37,0.54,335,,2.96,0.97,7.04,0.079,1.35,3.82,66.7,43.5,726,1.11,3.28,44.1,193,1.73,0.977,1.11,17,4.18,179,0.379,4.36,0.059,34.1,0.477,0.58,0.064,,604,0.036,,,0,,no,no,1/2 full,,EE215,,EE215A,CR13
92,CR92,CR,2007/04/02 08:00,2007/04/02 11:30,2007/04/02 08:00,2007/04/02 15:00,2007,4,2,92.3333333,8:00 AM,2007/04/02,2007.250228,2007.250628,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Monday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
93,CR93,CR,2007/04/02 15:00,2007/04/02 18:30,2007/04/02 15:00,2007/04/02 22:00,2007,4,2,92.625,3:00 PM,2007/04/02,2007.251027,2007.251427,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Monday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
94,CR94,CR,2007/04/02 22:00,2007/04/03 01:30,2007/04/02 22:00,2007/04/03 05:00,2007,4,2,92.9166667,10:00 PM,2007/04/02,2007.251827,2007.252226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Monday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
95,CR95,CR,2007/04/03 05:00,2007/04/03 08:30,2007/04/03 05:00,2007/04/03 12:00,2007,4,3,93.2083333,5:00 AM,2007/04/03,2007.252626,2007.253025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tuesday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no,,,,,
96,CR96,CR,2007/04/03 12:00,2007/04/03 15:30,2007/04/03 12:00,2007/04/03 19:00,2007,4,3,93.5,12:00 PM,2007/04/03,2007.253425,2007.253824,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tuesday,4,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
97,CR97,CR,2007/04/03 19:00,2007/04/03 22:30,2007/04/03 19:00,2007/04/04 02:00,2007,4,3,93.7916667,7:00 PM,2007/04/03,2007.254224,2007.254623,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tuesday,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
98,CR98,CR,2007/04/04 02:00,2007/04/04 05:30,2007/04/04 02:00,2007/04/04 09:00,2007,4,4,94.0833333,2:00 AM,2007/04/04,2007.255023,2007.255422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wednesday,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
99,CR99,CR,2007/04/04 09:00,2007/04/04 12:30,2007/04/04 09:00,2007/04/04 16:00,2007,4,4,94.375,9:00 AM,2007/04/04,2007.255822,2007.256222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wednesday,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
100,CR100,CR,2007/04/04 16:00,2007/04/04 19:30,2007/04/04 16:00,2007/04/04 23:00,2007,4,4,94.6666667,4:00 PM,2007/04/04,2007.256621,2007.257021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wednesday,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
101,CR101,CR,2007/04/04 23:00,2007/04/05 02:30,2007/04/04 23:00,2007/04/05 06:00,2007,4,4,94.9583333,11:00 PM,2007/04/04,2007.25742,2007.25782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wednesday,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
102,CR102,CR,2007/04/05 06:00,2007/04/05 09:30,2007/04/05 06:00,2007/04/05 13:00,2007,4,5,95.25,6:00 AM,2007/04/05,2007.258219,2007.258619,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Thursday,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
103,CR103,CR,2007/04/05 13:00,2007/04/05 16:30,2007/04/05 13:00,2007/04/05 20:00,2007,4,5,95.5416667,1:00 PM,2007/04/05,2007.259018,2007.259418,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Thursday,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
104,CR104,CR,2007/04/05 20:00,2007/04/05 23:30,2007/04/05 20:00,2007/04/06 03:00,2007,4,5,95.8333333,8:00 PM,2007/04/05,2007.259817,2007.260217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Thursday,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
105,CR105,CR,2007/04/06 03:00,2007/04/06 06:30,2007/04/06 03:00,2007/04/06 10:00,2007,4,6,96.125,3:00 AM,2007/04/06,2007.260616,2007.261016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Friday,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
106,CR106,CR,2007/04/06 10:00,2007/04/06 13:30,2007/04/06 10:00,2007/04/06 17:00,2007,4,6,96.4166667,10:00 AM,2007/04/06,2007.261416,2007.261815,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Friday,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,no,no,no
